valid,n_diffs,mean_abs_diff,std_diff,max_diff,temporal_consistency,dataset,video_id,label_name,label
True,15,0.022749099880456924,0.06920319050550461,0.8549019694328308,-0.35815842861752406,preprocessed_DFD01_16,20_14__podium_speech_happy__B014BKVO,fake,1
True,15,0.12162527441978455,0.20755267143249512,0.9921568632125854,-0.30543948293337436,preprocessed_DFD01_16,01_20__outside_talking_pan_laughing__OTGHOG4Z,fake,1
True,15,0.018078472465276718,0.06633633375167847,0.9882352948188782,-0.21165430378414182,preprocessed_DFD01_16,26_20__exit_phone_room__XWMKFMF6,fake,1
True,15,0.023663368076086044,0.061089757829904556,0.8901960849761963,-0.34489127463723507,preprocessed_DFD01_16,22_24__kitchen_still__7E3GY85F,fake,1
True,15,0.14419914782047272,0.2451779544353485,1.0,-0.24474074309257648,preprocessed_DFD01_16,13_12__kitchen_pan__Q442U52P,fake,1
True,15,0.07338860630989075,0.09982949495315552,0.541176438331604,-0.43039556616522956,preprocessed_DFDC02_16,bmjjhpgnra,fake,1
True,15,0.024517852813005447,0.08492137491703033,0.9176470637321472,-0.3156257395310281,preprocessed_DFD01_16,22_10__walk_down_hall_angry__G48B2EQ2,fake,1
True,15,0.02211032435297966,0.07807742059230804,0.8470588326454163,-0.537362417741324,preprocessed_DFD01_16,06_12__podium_speech_happy__3K21NFNM,fake,1
True,15,0.024411462247371674,0.08329875022172928,1.0,-0.18949636192168176,preprocessed_DFD01_16,09_26__exit_phone_room__XXGYLT82,fake,1
True,15,0.13608737289905548,0.22901275753974915,1.0,-0.3298025576328751,preprocessed_DFD01_16,27_14__kitchen_pan__0KSONKQ2,fake,1
True,15,0.04119274765253067,0.0670602098107338,0.3686274588108063,-0.4203832189838878,preprocessed_DFDC02_16,cczdxtweqv,real,0
True,15,0.015379506163299084,0.036544233560562134,0.6627451181411743,-0.41213218823218284,preprocessed_DFD01_16,22_19__talking_against_wall__VK6BF5NV,fake,1
True,15,0.15406401455402374,0.22924812138080597,0.9686274528503418,-0.44390675808773816,preprocessed_DFD01_16,13_09__walking_down_indoor_hall_disgust__3GQ49P2J,fake,1
True,15,0.0191310066729784,0.06504566222429276,0.9215686321258545,-0.29448654551672154,preprocessed_DFD01_16,26_12__walking_down_street_outside_angry__OVOQACG8,fake,1
True,15,0.016095569357275963,0.05437685549259186,0.6980392336845398,-0.39475665971582086,preprocessed_DFD01_16,26_20__podium_speech_happy__XWMKFMF6,fake,1
True,15,0.037491243332624435,0.0864599198102951,0.9254902005195618,-0.353193456433594,preprocessed_DFD01_16,01_09__talking_angry_couch__O8HNNX43,fake,1
True,15,0.02514282986521721,0.08495055139064789,1.0,-0.21739102167671137,preprocessed_DFD01_16,09_21__exit_phone_room__JEELOMN2,fake,1
True,15,0.07382583618164062,0.1125488206744194,0.9725490212440491,-0.4761784193084496,preprocessed_DFDC02_16,dkbmrryekj,fake,1
True,15,0.11757280677556992,0.1948484480381012,0.9647058844566345,-0.3221548669839775,preprocessed_DFD01_16,03_11__outside_talking_pan_laughing__P08VGHTA,fake,1
True,15,0.0998058095574379,0.1511128842830658,0.7960784435272217,-0.46737529584607607,preprocessed_DFDC02_16,bgdokxsepy,fake,1
True,15,0.018121134489774704,0.061087705194950104,0.8352941274642944,-0.3533167262269252,preprocessed_DFD01_16,14_26__secret_conversation__ILLP29ZH,fake,1
True,15,0.07208085805177689,0.11187199503183365,0.7137255072593689,-0.4021251836512147,preprocessed_DFDC02_16,aymlynzeni,fake,1
True,15,0.055061109364032745,0.09814828634262085,0.615686297416687,-0.3487968865227758,preprocessed_DFDC02_16,uyddeofvvz,real,0
True,15,0.023464348167181015,0.0694534108042717,0.9921568632125854,-0.2732487249969374,preprocessed_DFD01_16,19_10__walking_down_street_outside_angry__QNZIMEJH,fake,1
True,15,0.13803820312023163,0.19542129337787628,0.9137254953384399,-0.4934808336957023,preprocessed_DFDC02_16,hzlfdbtbau,real,0
True,15,0.023083901032805443,0.0661928728222847,0.729411780834198,-0.3637391682652874,preprocessed_DFD01_16,25_20__talking_against_wall__CYKLS79C,fake,1
True,15,0.15569347143173218,0.2239970713853836,0.8588235378265381,-0.5051236550363246,preprocessed_DFDC02_16,jnppybytup,real,0
True,15,0.11105699092149734,0.15155430138111115,0.7411764860153198,-0.460371477915504,preprocessed_DFDC02_16,oeibgzoqus,real,0
True,15,0.05180060863494873,0.10395876318216324,0.9960784316062927,-0.39252383686227477,preprocessed_DFD01_16,02_01__talking_angry_couch__YVGY8LOK,fake,1
True,15,0.012852508574724197,0.031171483919024467,0.6274510025978088,-0.3854329091432903,preprocessed_DFD01_16,05_08__talking_against_wall__BGI70HJ5,fake,1
True,15,0.02719280868768692,0.042205289006233215,0.5098039507865906,-0.3674654569616462,preprocessed_DFDC02_16,gevbsktxjk,real,0
True,15,0.03319648280739784,0.06653707474470139,0.8313725590705872,-0.11684355507253251,preprocessed_DFDC02_16,cxdlxvgysz,fake,1
True,15,0.04541780799627304,0.06617827713489532,0.5058823823928833,-0.3631787911315576,preprocessed_DFDC02_16,avjkwuusto,real,0
True,15,0.01852043718099594,0.07457124441862106,1.0,-0.14854924796010302,preprocessed_DFD01_16,26__walk_down_hall_angry,real,0
True,15,0.02211659774184227,0.05487528815865517,0.8588235378265381,-0.36500870801004,preprocessed_DFD01_16,13_09__walking_down_street_outside_angry__B41GFUV2,fake,1
True,15,0.043163612484931946,0.0847393125295639,0.501960813999176,-0.3663406923337834,preprocessed_DFDC02_16,uxlsxewlrd,real,0
True,15,0.028734508901834488,0.0911003053188324,0.9019607901573181,-0.2677346541619512,preprocessed_DFD01_16,04_11__exit_phone_room__60BU0X0I,fake,1
True,15,0.059378448873758316,0.11866198480129242,1.0,-0.48780710242585507,preprocessed_DFD01_16,02_25__talking_angry_couch__Z7FQ69VP,fake,1
True,15,0.02724333666265011,0.09154363721609116,0.8666666746139526,-0.3762519726321504,preprocessed_DFD01_16,12_15__podium_speech_happy__N0SRODQD,fake,1
True,15,0.020120596513152122,0.06551390141248703,0.7333333492279053,-0.5563606826839916,preprocessed_DFD01_16,17__podium_speech_happy,real,0
True,15,0.13712407648563385,0.18642956018447876,0.9333333373069763,-0.3878520216946427,preprocessed_DFDC02_16,eempsqftgk,fake,1
True,15,0.016671812161803246,0.04964965581893921,0.6745098233222961,-0.4192957872582948,preprocessed_DFD01_16,06_18__talking_against_wall__DEA1TCLN,fake,1
True,15,0.05055733770132065,0.08204315602779388,0.8156862854957581,-0.47082300655205617,preprocessed_DFDC02_16,bauutjqiow,fake,1
True,15,0.10270271450281143,0.15777693688869476,0.8235294222831726,-0.3797658885022894,preprocessed_DFDC02_16,aqshzvyucn,real,0
True,15,0.02859777957201004,0.05588578060269356,0.3921568989753723,-0.3041130706120148,preprocessed_DFDC02_16,pwvnzblmuf,real,0
True,15,0.020843731239438057,0.06249817833304405,0.9176470637321472,-0.3888415172914859,preprocessed_DFD01_16,15_03__talking_against_wall__Q14RO7M7,fake,1
True,15,0.06204042211174965,0.09838873147964478,0.5490196347236633,-0.5007187532483438,preprocessed_DFDC02_16,xxmdknsonl,real,0
True,15,0.014287943951785564,0.027612989768385887,0.8196078538894653,-0.14141592336826156,preprocessed_DFDC02_16,cpxedkyytp,fake,1
True,15,0.02476327121257782,0.08401850610971451,0.8980392217636108,-0.4383007265249238,preprocessed_DFD01_16,11_18__secret_conversation__JJ1YREUN,fake,1
True,15,0.07453038543462753,0.11678952723741531,0.8509804010391235,-0.28825695458414696,preprocessed_DFDC02_16,ajqqjqkpsr,fake,1
True,15,0.028101971372961998,0.07208991795778275,0.8745098114013672,-0.4451621381173793,preprocessed_DFD01_16,19__outside_talking_still_laughing,real,0
True,15,0.11453339457511902,0.19014863669872284,0.9921568632125854,-0.26855633271015844,preprocessed_DFD01_16,16_28__kitchen_pan__6DWLCU6T,fake,1
True,15,0.009270686656236649,0.017549317330121994,0.3607843220233917,-0.15571308461359057,preprocessed_DFDC02_16,arvqnhhwpm,real,0
True,15,0.09633021801710129,0.15783283114433289,0.9254902005195618,-0.4595561970995102,preprocessed_DFDC02_16,bciuzbjoxq,fake,1
True,15,0.12429972738027573,0.2100040167570114,0.9333333373069763,-0.43739078524415864,preprocessed_DFD01_16,02_27__outside_talking_pan_laughing__QW05XUUZ,fake,1
True,15,0.07994163781404495,0.15763191878795624,0.9647058844566345,-0.3993184400474345,preprocessed_DFD01_16,15_02__hugging_happy__MZWH8ATN,fake,1
True,15,0.12921957671642303,0.20522604882717133,0.9333333373069763,-0.36472585034278293,preprocessed_DFD01_16,11_06__outside_talking_pan_laughing__C8C4FW99,fake,1
True,15,0.04390474781394005,0.07838371396064758,0.6000000238418579,-0.4214052029088981,preprocessed_DFDC02_16,uzlkfyluxj,real,0
True,15,0.08427302539348602,0.13676472008228302,0.8196078538894653,-0.4293421696627949,preprocessed_DFDC02_16,edmrdlwfbp,fake,1
True,15,0.10907445847988129,0.14612150192260742,0.658823549747467,-0.5126960763019994,preprocessed_DFDC02_16,almnilnfyu,real,0
True,15,0.08929742872714996,0.14641664922237396,0.6941176652908325,-0.3990330516549672,preprocessed_DFDC02_16,rfukeoxpqu,real,0
True,15,0.06453783810138702,0.10378600656986237,0.6705882549285889,-0.27711758229210803,preprocessed_DFDC02_16,cjfcqpeycp,fake,1
True,15,0.01757492870092392,0.06785278767347336,0.9921568632125854,-0.23993266142259878,preprocessed_DFD01_16,06_18__walk_down_hall_angry__OWJY9LQU,fake,1
True,15,0.10918793827295303,0.18084393441677094,0.9764705896377563,-0.2362700739298389,preprocessed_DFD01_16,25_27__outside_talking_pan_laughing__GNIMW95Z,fake,1
True,15,0.10314296185970306,0.13981899619102478,0.9215686321258545,-0.39301702912555464,preprocessed_DFDC02_16,ahjnxtiamx,fake,1
True,15,0.012230810709297657,0.04749731719493866,0.8235294222831726,-0.22267665313943383,preprocessed_DFD01_16,20_21__secret_conversation__ZCB5OMEW,fake,1
True,15,0.04570034518837929,0.10337328910827637,1.0,-0.44923462551324744,preprocessed_DFD01_16,24_23__talking_angry_couch__YR5OVD4S,fake,1
True,15,0.08599748462438583,0.12181064486503601,0.6901960968971252,-0.6328210594416105,preprocessed_DFDC02_16,cktnvixgub,fake,1
True,15,0.0833502858877182,0.12246770411729813,0.7568627595901489,-0.41438540597857304,preprocessed_DFDC02_16,iofoynuaqe,real,0
True,15,0.06808732450008392,0.11434086412191391,0.7647058963775635,-0.31879354440526403,preprocessed_DFDC02_16,btdjfsvmvz,fake,1
True,15,0.10485249012708664,0.15305699408054352,0.7529411911964417,-0.3453981110265639,preprocessed_DFDC02_16,rhlbxcznio,real,0
True,15,0.11581671983003616,0.17680418491363525,0.8117647171020508,-0.5016813777823749,preprocessed_DFDC02_16,cibkroqtxz,fake,1
True,15,0.08316215872764587,0.129051074385643,0.7529411911964417,-0.4187404352618621,preprocessed_DFDC02_16,bseaalaspv,fake,1
True,15,0.13769173622131348,0.18525803089141846,0.95686274766922,-0.4361822061397903,preprocessed_DFDC02_16,dkmymeoyyy,fake,1
True,15,0.08891553431749344,0.11986872553825378,0.6352941393852234,-0.5008096087298821,preprocessed_DFDC02_16,aawhvztjdt,fake,1
True,15,0.1348859816789627,0.22525712847709656,1.0,-0.2668032755929285,preprocessed_DFD01_16,24_22__kitchen_pan__XL557XC6,fake,1
True,15,0.015277516096830368,0.06437601149082184,1.0,-0.24095400484003307,preprocessed_DFD01_16,23_22__walk_down_hall_angry__J671JKCH,fake,1
True,15,0.025060512125492096,0.0631975308060646,0.8745098114013672,-0.43851288711287434,preprocessed_DFD01_16,13_09__walking_down_street_outside_angry__NDMHWBT1,fake,1
True,15,0.028530025854706764,0.07605941593647003,0.7058823704719543,-0.442099693503936,preprocessed_DFD01_16,25__talking_against_wall,real,0
True,15,0.054509155452251434,0.08019515872001648,0.8549019694328308,-0.38411929272759826,preprocessed_DFDC02_16,hbufmvbium,real,0
True,15,0.057157743722200394,0.08741744607686996,0.5333333611488342,-0.31036341901807535,preprocessed_DFDC02_16,cuxqfnwzus,fake,1
True,15,0.014693192206323147,0.04536646604537964,0.7333333492279053,-0.3846958966627752,preprocessed_DFD01_16,21_04__talking_against_wall__NRI4PHWP,fake,1
True,15,0.044470809400081635,0.11053460836410522,0.9058823585510254,-0.3915520280358556,preprocessed_DFD01_16,18_27__walking_outside_cafe_disgusted__NYHE8D0J,fake,1
True,15,0.033584315329790115,0.0850990042090416,0.8549019694328308,-0.43798506026383033,preprocessed_DFD01_16,13_09__outside_talking_still_laughing__30N46VHZ,fake,1
True,15,0.03807767480611801,0.06385744363069534,0.5529412031173706,-0.27478457656314376,preprocessed_DFDC02_16,blplivuqcr,fake,1
True,15,0.03174244984984398,0.06959839165210724,0.843137264251709,-0.300165843428801,preprocessed_DFD01_16,10_19__talking_angry_couch__QNZIMEJH,fake,1
True,15,0.06005169451236725,0.1285567432641983,0.9764705896377563,-0.41723310359129556,preprocessed_DFD01_16,14__talking_angry_couch,real,0
True,15,0.06317181885242462,0.09535707533359528,0.7137255072593689,-0.4842172106499079,preprocessed_DFDC02_16,aolttdkcxv,fake,1
True,15,0.06276775151491165,0.09628856182098389,0.6117647290229797,-0.3755517339421849,preprocessed_DFDC02_16,dlmbhowqxi,fake,1
True,15,0.04242739826440811,0.07369409501552582,0.6235294342041016,-0.12609926882394593,preprocessed_DFDC02_16,vzysajdfrb,real,0
True,15,0.01959303952753544,0.0663672387599945,0.8901960849761963,-0.387018967108067,preprocessed_DFD01_16,20_03__secret_conversation__Z6V05FXO,fake,1
True,15,0.06220509484410286,0.09238683432340622,0.4784314036369324,-0.3171419913040863,preprocessed_DFDC02_16,sxhwdvetbh,real,0
True,15,0.12199736386537552,0.19376401603221893,0.9607843160629272,-0.27855552047791915,preprocessed_DFD01_16,15_25__outside_talking_pan_laughing__BXVA6VQB,fake,1
True,15,0.15175659954547882,0.23127363622188568,0.9764705896377563,-0.38166746638218957,preprocessed_DFD01_16,21_11__walking_down_indoor_hall_disgust__T7DK03O1,fake,1
True,15,0.05761073902249336,0.12594105303287506,1.0,-0.4318942838031168,preprocessed_DFD01_16,06_18__talking_angry_couch__H9445M6R,fake,1
True,15,0.05717189610004425,0.11405742913484573,1.0,-0.44252521532365596,preprocessed_DFD01_16,02_06__talking_angry_couch__J1W9R0NG,fake,1
True,15,0.02559419721364975,0.07523740828037262,0.8784313797950745,-0.2996585473615867,preprocessed_DFD01_16,18__walking_down_street_outside_angry,real,0
True,15,0.026440707966685295,0.09042121469974518,0.9411764740943909,-0.518703415475407,preprocessed_DFD01_16,03_06__podium_speech_happy__83ABVHC3,fake,1
True,15,0.04557705670595169,0.0643240362405777,0.3764705955982208,-0.29948345213322014,preprocessed_DFDC02_16,aspjhkusgd,fake,1
True,15,0.05489903315901756,0.09998416155576706,0.7529411911964417,-0.2985686939999808,preprocessed_DFDC02_16,gvycszbsqv,real,0
True,15,0.02532978542149067,0.08521590381860733,1.0,-0.19093122949947228,preprocessed_DFD01_16,09_13__exit_phone_room__YP7MGDQ6,fake,1
True,15,0.1343347430229187,0.232186958193779,1.0,-0.272478876093438,preprocessed_DFD01_16,26_04__kitchen_pan__MS2MLJP1,fake,1
True,15,0.08448264747858047,0.13794051110744476,0.8588235378265381,-0.29035384290911337,preprocessed_DFDC02_16,mzbsxfndjp,real,0
True,15,0.03801720589399338,0.09325556457042694,1.0,-0.4134702286406243,preprocessed_DFD01_16,09_20__talking_angry_couch__0IRM5ADD,fake,1
True,15,0.10795975476503372,0.18255466222763062,0.9098039269447327,-0.3092152457225098,preprocessed_DFD01_16,26_04__outside_talking_pan_laughing__MS2MLJP1,fake,1
True,15,0.12438603490591049,0.21016767621040344,1.0,-0.34363408806131723,preprocessed_DFD01_16,01_20__outside_talking_pan_laughing__6UBMLXK3,fake,1
True,15,0.05460548773407936,0.1348821520805359,0.9176470637321472,-0.4868449432256355,preprocessed_DFD01_16,11__outside_talking_still_laughing,real,0
True,15,0.16100814938545227,0.23830407857894897,0.9843137264251709,-0.4882098142062832,preprocessed_DFD01_16,15_12__walking_down_indoor_hall_disgust__RK17XFJ9,fake,1
True,15,0.12550731003284454,0.20968669652938843,0.9803921580314636,-0.1989791331745938,preprocessed_DFD01_16,10_22__kitchen_pan__EHARPYBT,fake,1
True,15,0.028431912884116173,0.07290991395711899,0.8666666746139526,-0.35801438536728464,preprocessed_DFD01_16,13_03__walking_outside_cafe_disgusted__GBYWJW06,fake,1
True,15,0.025351006537675858,0.07963942736387253,0.772549033164978,-0.4311371814165876,preprocessed_DFD01_16,24_23__podium_speech_happy__YR5OVD4S,fake,1
True,15,0.04075950011610985,0.06808672100305557,0.3803921937942505,-0.33656125694179545,preprocessed_DFDC02_16,fvcqerfgfa,real,0
True,15,0.023390160873532295,0.06890986114740372,0.8392156958580017,-0.3014431454030258,preprocessed_DFD01_16,18__secret_conversation,real,0
True,15,0.014300264418125153,0.04098133370280266,0.8392156958580017,-0.3443836752762871,preprocessed_DFD01_16,23_10__talking_against_wall__W02WYPCX,fake,1
True,15,0.03592045232653618,0.06405823677778244,0.9019607901573181,-0.2872849746516922,preprocessed_DFDC02_16,emnttneegx,fake,1
True,15,0.04285632446408272,0.10742722451686859,0.8901960849761963,-0.3615579728865058,preprocessed_DFD01_16,18_11__walking_outside_cafe_disgusted__TRJUIS24,fake,1
True,15,0.10842708498239517,0.14963020384311676,0.7764706015586853,-0.3869584491481121,preprocessed_DFDC02_16,wtbtcunklv,real,0
True,15,0.08516424149274826,0.12882165610790253,0.6235294342041016,-0.48589425358538446,preprocessed_DFDC02_16,aralaxkuwf,fake,1
True,15,0.05465278401970863,0.08064869791269302,0.7058823704719543,-0.3756935101254501,preprocessed_DFDC02_16,axbffpjqpj,fake,1
True,15,0.046688489615917206,0.06834960728883743,0.48235297203063965,-0.3566669873947198,preprocessed_DFDC02_16,erzyucrekk,fake,1
True,15,0.06722552329301834,0.09981907904148102,0.5568627715110779,-0.38569507517875984,preprocessed_DFDC02_16,nkqahghhxx,real,0
True,15,0.1239318922162056,0.20965871214866638,0.9254902005195618,-0.44130468361657404,preprocessed_DFD01_16,02_18__outside_talking_pan_laughing__OXMEEFUQ,fake,1
True,15,0.10365522652864456,0.14717760682106018,0.7490196228027344,-0.4665560720483268,preprocessed_DFDC02_16,qoihghfryp,real,0
True,15,0.06564348191022873,0.09490878134965897,0.4784314036369324,-0.38628780869847235,preprocessed_DFDC02_16,bycktzkuax,fake,1
True,15,0.05089006572961807,0.07559086382389069,0.45098042488098145,-0.46694759115751994,preprocessed_DFDC02_16,agsbrbnbfh,fake,1
True,15,0.07089893519878387,0.10434785485267639,0.5803921222686768,-0.4656227816141529,preprocessed_DFDC02_16,cwosvnnasn,fake,1
True,15,0.12480167299509048,0.20898956060409546,0.9686274528503418,-0.20392824061862716,preprocessed_DFD01_16,10_22__kitchen_pan__PUJR4HJ1,fake,1
True,15,0.028717046603560448,0.08089965581893921,0.8117647171020508,-0.5257754704214088,preprocessed_DFD01_16,18_14__podium_speech_happy__0YRBHIKG,fake,1
True,15,0.02091505192220211,0.06174887344241142,0.8588235378265381,-0.44352822029347416,preprocessed_DFD01_16,02_07__podium_speech_happy__0IYV5DQ5,fake,1
True,15,0.052603814750909805,0.09527770429849625,0.6823529601097107,-0.3580857149457583,preprocessed_DFDC02_16,uulabkvfns,real,0
True,15,0.0341002456843853,0.07577187567949295,0.6509804129600525,-0.11656664151043634,preprocessed_DFDC02_16,uqguyibemu,real,0
True,15,0.028630806133151054,0.05575376749038696,0.3686274588108063,-0.5133497560030189,preprocessed_DFDC02_16,avxtaltkzj,fake,1
True,15,0.08512189984321594,0.12704585492610931,0.6392157077789307,-0.45048098018086163,preprocessed_DFDC02_16,whbxafllos,real,0
True,15,0.12071013450622559,0.18910221755504608,0.929411768913269,-0.36253480923907594,preprocessed_DFD01_16,05_08__outside_talking_pan_laughing__FBICSP2C,fake,1
True,15,0.08386789262294769,0.12343239039182663,0.7372549176216125,-0.38360765097367,preprocessed_DFDC02_16,flbrvohbvv,real,0
True,15,0.01563151180744171,0.0483473464846611,0.843137264251709,-0.4398327583225888,preprocessed_DFD01_16,07_12__podium_speech_happy__KAG65PEE,fake,1
True,15,0.08729426562786102,0.12896353006362915,0.8039215803146362,-0.3387832712239637,preprocessed_DFDC02_16,atlqijvnzs,fake,1
True,15,0.06004573777318001,0.08927632868289948,0.6352941393852234,-0.3841473723988396,preprocessed_DFDC02_16,bhzmcktrkb,fake,1
True,15,0.0649719163775444,0.09349869191646576,0.9803921580314636,-0.4483712744009122,preprocessed_DFDC02_16,bpxitgkwkm,fake,1
True,15,0.07231096178293228,0.1364675760269165,0.7882353067398071,-0.433100763295959,preprocessed_DFD01_16,07_21__hugging_happy__CRGVSDBI,fake,1
True,15,0.09375330805778503,0.14172625541687012,0.686274528503418,-0.3119880652408154,preprocessed_DFDC02_16,abbgqbrdiz,real,0
True,15,0.07402464002370834,0.12291418015956879,0.9686274528503418,-0.3042266064213118,preprocessed_DFDC02_16,aomqqjipcp,fake,1
True,15,0.07253820449113846,0.10175736248493195,0.45098042488098145,-0.43209291337368516,preprocessed_DFDC02_16,lkppttaxoq,real,0
True,15,0.14617690443992615,0.24631357192993164,1.0,-0.25047521861856265,preprocessed_DFD01_16,13_04__kitchen_pan__00T3UYOR,fake,1
True,15,0.1041712835431099,0.15743298828601837,0.7450980544090271,-0.39840107210042197,preprocessed_DFDC02_16,mkzaekkvej,real,0
True,15,0.08351548761129379,0.1178964227437973,0.6313725709915161,-0.31423545650086565,preprocessed_DFDC02_16,aafezqchru,fake,1
True,15,0.11303121596574783,0.178110733628273,0.9333333373069763,-0.4498257131893501,preprocessed_DFDC02_16,vizerpsvbz,real,0
True,15,0.07512820512056351,0.10353656113147736,0.7607843279838562,-0.4125330650691315,preprocessed_DFDC02_16,aeudhfvcvk,fake,1
True,15,0.054713908582925797,0.08076509833335876,0.46666669845581055,-0.5014444644176408,preprocessed_DFDC02_16,aiseiufjsz,fake,1
True,15,0.015876054763793945,0.052708353847265244,0.7176470756530762,-0.23660437393900072,preprocessed_DFD01_16,13_12__secret_conversation__6G44TDN4,fake,1
True,15,0.06480148434638977,0.15591317415237427,0.9098039269447327,-0.44988217931247704,preprocessed_DFD01_16,11_04__walking_outside_cafe_disgusted__SXI772ZL,fake,1
True,15,0.03141166269779205,0.05403696000576019,0.6980392336845398,-0.08395177825768575,preprocessed_DFDC02_16,brzfxbzteo,fake,1
True,15,0.0936303362250328,0.15092787146568298,0.8784313797950745,-0.3818328341233967,preprocessed_DFDC02_16,uztttikeuj,real,0
True,15,0.1409022957086563,0.20824939012527466,0.9333333373069763,-0.3125016490453159,preprocessed_DFD01_16,10_23__outside_talking_pan_laughing__ZHJO34DY,fake,1
True,15,0.0422244518995285,0.06007891893386841,0.34117648005485535,-0.3683160877125795,preprocessed_DFDC02_16,aoydktojny,fake,1
True,15,0.037160973995923996,0.08532441407442093,0.95686274766922,-0.4217056989745741,preprocessed_DFD01_16,01_20__talking_angry_couch__FW94AIMJ,fake,1
True,15,0.10610391199588776,0.1783750057220459,0.9411764740943909,-0.24248494198431225,preprocessed_DFD01_16,25_21__outside_talking_pan_laughing__2R46UX3R,fake,1
True,15,0.0645761489868164,0.09423939138650894,0.5960784554481506,-0.5729826957016725,preprocessed_DFDC02_16,bqqaetrjss,fake,1
True,15,0.03751836344599724,0.10935701429843903,0.9647058844566345,-0.4165363418548644,preprocessed_DFD01_16,03_13__walking_outside_cafe_disgusted__GBYWJW06,fake,1
True,15,0.02388051338493824,0.0828840583562851,0.9921568632125854,-0.09290298275745142,preprocessed_DFD01_16,20__exit_phone_room,real,0
True,15,0.06828251481056213,0.11698538064956665,0.8784313797950745,-0.29135978521302736,preprocessed_DFDC02_16,cnbxddelwb,fake,1
True,15,0.13694612681865692,0.2504277527332306,1.0,-0.2584052257880317,preprocessed_DFD01_16,03_14__kitchen_pan__38OVCK3X,fake,1
True,15,0.03211813047528267,0.09443450719118118,0.9725490212440491,-0.2617153338586734,preprocessed_DFD01_16,26_14__walking_outside_cafe_disgusted__ILLP29ZH,fake,1
True,15,0.030860641971230507,0.045550230890512466,0.3294117748737335,-0.4359662307969384,preprocessed_DFDC02_16,bfibrgtvjc,fake,1
True,15,0.034977007657289505,0.07049702852964401,0.611764669418335,-0.20992611680148077,preprocessed_DFDC02_16,hvierltlmq,real,0
True,15,0.05546199530363083,0.1139688640832901,0.8196078538894653,-0.43008473679083314,preprocessed_DFD01_16,05__hugging_happy,real,0
True,15,0.08790107071399689,0.14155744016170502,0.9450980424880981,-0.39220913876507385,preprocessed_DFDC02_16,obpqhzvrvf,real,0
